reviewId,content,score,at,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,source,author,retweets,replies
twitter_synthetic_2120,[Pune] Flexible delivery time slots chahiye @BPCLimited,,2025-11-29T23:13:01.217038+00:00,56,,,,,Twitter,user_82101,48,19
twitter_synthetic_4353,[Mumbai] App crash ho jaata hai booking time par,,2025-12-14T18:13:01.217038+00:00,92,,,,,Twitter,user_68086,19,13
twitter_synthetic_4511,[Delhi] HelloBPCL app bahut easy use karna @BPCLimited,,2025-12-04T11:13:01.217038+00:00,64,,,,,Twitter,user_9644,38,8
twitter_synthetic_3977,[Mumbai] Payment fail hua lekin paise cut gaye @BPCLimited app se,,2025-12-06T20:13:01.217038+00:00,95,,,,,Twitter,user_12371,26,13
twitter_synthetic_643,What about safety features? @BPCLimited mediocre,,2025-12-15T05:13:01.217038+00:00,33,,,,,Twitter,user_6946,7,1
twitter_synthetic_4497,[Pune] Loyalty rewards program launch karo @BPCLimited,,2025-12-08T18:13:01.217038+00:00,44,,,,,Twitter,user_31565,18,17
twitter_synthetic_129,Agent ne extra paise maange delivery ke time @BPCLimited disappointed,,2025-11-24T04:13:01.217038+00:00,31,,,,,Twitter,user_91033,2,8
twitter_synthetic_4703,[Hyderabad] Good quality but expensive ho gaya @BPCLimited,,2025-12-09T09:13:01.217038+00:00,0,,,,,Twitter,user_41919,21,17
twitter_synthetic_3529,"[Pune] No complaints, all good! @BPCLimited",,2025-12-12T22:13:01.217038+00:00,51,,,,,Twitter,user_84110,41,9
twitter_synthetic_1101,[Pune] Customer service bahut bura hai,,2025-11-25T14:13:01.217038+00:00,70,,,,,Twitter,user_97851,47,6
twitter_synthetic_128,App badiya hai lekin delivery slow ho gaya @BPCLimited pls resolve asap,,2025-12-16T14:13:01.217038+00:00,12,,,,,Twitter,user_64108,5,19
twitter_synthetic_1855,[Ahmedabad] Delivery time window bilkul galat rehta hai @BPCLimited,,2025-12-10T15:13:01.217038+00:00,56,,,,,Twitter,user_34762,48,8
twitter_synthetic_2119,[Hyderabad] Safest LPG provider for family,,2025-11-22T02:13:01.217038+00:00,17,,,,,Twitter,user_94395,12,18
twitter_synthetic_1535,[Ahmedabad] Reliable service se bahut khush hoon @BPCLimited,,2025-11-25T06:13:01.217038+00:00,49,,,,,Twitter,user_43444,3,18
twitter_synthetic_3965,[Hyderabad] HelloBPCL app bahut easy use karna @BPCLimited,,2025-11-24T16:13:01.217038+00:00,7,,,,,Twitter,user_69788,5,7
twitter_synthetic_4712,[Kolkata] How to track my LPG delivery? @BPCLimited,,2025-11-27T03:13:01.217038+00:00,39,,,,,Twitter,user_51139,9,11
twitter_synthetic_1688,[Ahmedabad] Gas quality theek nahi lag raha cylinder se,,2025-12-15T12:13:01.217038+00:00,82,,,,,Twitter,user_7809,46,17
twitter_synthetic_2045,[Mumbai] Make app available in Hindi @BPCLimited,,2025-11-27T17:13:01.217038+00:00,83,,,,,Twitter,user_55026,12,4
twitter_synthetic_295,How to track my LPG delivery? @BPCLimited ok service,,2025-12-11T00:13:01.217038+00:00,55,,,,,Twitter,user_48612,2,14
twitter_synthetic_412,Delivery time window bilkul galat rehta hai @BPCLimited appreciate your service,,2025-12-06T17:13:01.217038+00:00,66,,,,,Twitter,user_61333,48,14
twitter_synthetic_4972,[Mumbai] 5 star service hamesha @BPCLimited,,2025-12-06T01:13:01.217038+00:00,20,,,,,Twitter,user_45881,4,18
twitter_synthetic_235,Loyalty rewards program launch karo @BPCLimited very frustrated,,2025-12-07T22:13:01.217038+00:00,36,,,,,Twitter,user_14121,18,4
twitter_synthetic_520,Please improve the app speed @BPCLimited never use again,,2025-11-18T09:13:01.217038+00:00,14,,,,,Twitter,user_72148,29,13
twitter_synthetic_1190,[Bangalore] Can I upgrade my plan? @BPCLimited,,2025-12-01T20:13:01.217038+00:00,27,,,,,Twitter,user_3348,42,14
twitter_synthetic_1663,[Mumbai] Quick payment process in HelloBPCL app @BPCLimited,,2025-11-20T16:13:01.217038+00:00,76,,,,,Twitter,user_62351,50,18
twitter_synthetic_1315,[Delhi] Staff helpful but process complicated @BPCLimited,,2025-12-11T15:13:01.217038+00:00,27,,,,,Twitter,user_53061,11,4
twitter_synthetic_4256,[Kolkata] What are the charges? @BPCLimited,,2025-12-02T13:13:01.217038+00:00,78,,,,,Twitter,user_13472,11,20
twitter_synthetic_1796,[Bangalore] Gas quality theek nahi lag raha cylinder se,,2025-12-11T05:13:01.217038+00:00,39,,,,,Twitter,user_31910,42,4
twitter_synthetic_438,Quality degrade ho gayi recently @BPCLimited amazing,,2025-11-18T06:13:01.217038+00:00,0,,,,,Twitter,user_15857,32,19
twitter_synthetic_4787,[Delhi] Never again booking with BPCL,,2025-11-20T04:13:01.217038+00:00,9,,,,,Twitter,user_9160,34,16
twitter_synthetic_2237,[Delhi] What about safety features? @BPCLimited,,2025-12-11T21:13:01.217038+00:00,48,,,,,Twitter,user_36814,4,8
twitter_synthetic_4612,[Mumbai] Subscription plan mein hidden charges the @BPCLimited,,2025-12-01T15:13:01.217038+00:00,3,,,,,Twitter,user_72421,31,0
twitter_synthetic_3094,[Bangalore] Better customer support chat @BPCLimited,,2025-12-03T04:13:01.217038+00:00,28,,,,,Twitter,user_95907,35,2
twitter_synthetic_1456,[Delhi] Quality degrade ho gayi recently @BPCLimited,,2025-12-06T13:13:01.217038+00:00,37,,,,,Twitter,user_89198,20,5
twitter_synthetic_545,Value for money but quality inconsistent @BPCLimited highly recommend,,2025-11-25T16:13:01.217038+00:00,24,,,,,Twitter,user_97636,24,15
twitter_synthetic_549,Gas quality theek nahi lag raha cylinder se ok service,,2025-11-29T12:13:01.217038+00:00,3,,,,,Twitter,user_52603,27,3
twitter_synthetic_4562,"[Ahmedabad] Honest pricing, no hidden charges @BPCLimited",,2025-11-23T23:13:01.217038+00:00,70,,,,,Twitter,user_54574,31,10
twitter_synthetic_2913,[Hyderabad] HelloBPCL app bahut easy use karna @BPCLimited,,2025-11-30T02:13:01.217038+00:00,24,,,,,Twitter,user_36315,32,19
twitter_synthetic_4286,[Pune] Best LPG provider in India @BPCLimited,,2025-12-15T06:13:01.217038+00:00,36,,,,,Twitter,user_33777,32,6
twitter_synthetic_4375,[Delhi] Digital payment process very smooth @BPCLimited,,2025-11-18T19:13:01.217038+00:00,79,,,,,Twitter,user_42177,38,9
twitter_synthetic_3818,[Kolkata] Should have SMS updates for delivery @BPCLimited,,2025-11-26T21:13:01.217038+00:00,11,,,,,Twitter,user_41412,16,12
twitter_synthetic_288,Support team bahut helpful @BPCLimited anyone facing same issue?,,2025-11-30T17:13:01.217038+00:00,90,,,,,Twitter,user_72485,49,0
twitter_synthetic_578,How to track my LPG delivery? @BPCLimited disappointed,,2025-11-21T09:13:01.217038+00:00,70,,,,,Twitter,user_14225,41,11
twitter_synthetic_3726,[Bangalore] Kya booking cancel kar sakte hain? @BPCLimited,,2025-11-23T06:13:01.217038+00:00,18,,,,,Twitter,user_49321,5,9
twitter_synthetic_2598,"[Pune] Previously better, now average @BPCLimited",,2025-12-12T11:13:01.217038+00:00,37,,,,,Twitter,user_41853,10,16
twitter_synthetic_2673,[Kolkata] Very satisfied with BharatGas service @BPCLimited,,2025-11-17T06:13:01.217038+00:00,4,,,,,Twitter,user_48011,17,7
twitter_synthetic_4258,[Pune] Can I upgrade my plan? @BPCLimited,,2025-11-17T02:13:01.217038+00:00,61,,,,,Twitter,user_30066,44,20
twitter_synthetic_17,App features very user friendly appreciate your service,,2025-11-23T11:13:01.217038+00:00,36,,,,,Twitter,user_57898,47,9
twitter_synthetic_1921,[Pune] Quality OK but pricing badh gayi @BPCLimited,,2025-11-23T14:13:01.217038+00:00,23,,,,,Twitter,user_51672,16,19
twitter_synthetic_2415,[Pune] Smooth booking process @BPCLimited,,2025-11-20T03:13:01.217038+00:00,4,,,,,Twitter,user_99255,34,18
twitter_synthetic_589,Overcharging kar rahe ho @BPCLimited terrible,,2025-11-18T15:13:01.217038+00:00,90,,,,,Twitter,user_2434,44,11
twitter_synthetic_3065,[Bangalore] Cylinder replacement procedure kya hai? @BPCLimited,,2025-12-10T02:13:01.217038+00:00,3,,,,,Twitter,user_81137,38,10
twitter_synthetic_247,Price kya hai ye month? @BPCLimited terrible,,2025-12-04T08:13:01.217038+00:00,88,,,,,Twitter,user_62210,20,3
twitter_synthetic_4904,[Pune] Delivery fast tha but cylinder seal broken tha @BPCLimited,,2025-11-29T13:13:01.217038+00:00,21,,,,,Twitter,user_81866,46,7
twitter_synthetic_4081,[Mumbai] Kya online payment safe hai? @BPCLimited,,2025-11-19T04:13:01.217038+00:00,77,,,,,Twitter,user_59488,28,14
twitter_synthetic_3376,[Hyderabad] Gas quality theek nahi lag raha cylinder se,,2025-12-16T23:13:01.217038+00:00,32,,,,,Twitter,user_21461,1,14
twitter_synthetic_1335,[Hyderabad] Overcharging kar rahe ho @BPCLimited,,2025-12-09T16:13:01.217038+00:00,89,,,,,Twitter,user_47464,4,3
twitter_synthetic_860,Make app available in Hindi @BPCLimited very frustrated,,2025-11-30T09:13:01.217038+00:00,69,,,,,Twitter,user_33447,11,8
twitter_synthetic_1308,[Mumbai] Payment fail hua lekin paise cut gaye @BPCLimited app se,,2025-11-21T03:13:01.217038+00:00,68,,,,,Twitter,user_82559,26,6
twitter_synthetic_2179,[Ahmedabad] Add live tracking feature @BPCLimited,,2025-12-15T08:13:01.217038+00:00,68,,,,,Twitter,user_97832,15,3
twitter_synthetic_1059,"[Delhi] Previously better, now average @BPCLimited",,2025-11-22T00:13:01.217038+00:00,25,,,,,Twitter,user_1147,19,0
twitter_synthetic_3206,[Delhi] App badiya hai lekin delivery slow ho gaya @BPCLimited,,2025-11-22T08:13:01.217038+00:00,90,,,,,Twitter,user_53959,26,7
twitter_synthetic_4341,[Hyderabad] Digital payment process very smooth @BPCLimited,,2025-11-23T18:13:01.217038+00:00,62,,,,,Twitter,user_94481,28,12
twitter_synthetic_4093,[Pune] Stove nahi jal raha is gas se,,2025-12-09T05:13:01.217038+00:00,8,,,,,Twitter,user_21910,19,14
twitter_synthetic_4274,[Pune] Mostly good experience lekin last time late aaye @BPCLimited,,2025-12-10T11:13:01.217038+00:00,82,,,,,Twitter,user_17517,26,6
twitter_synthetic_1168,[Mumbai] What about safety features? @BPCLimited,,2025-11-29T16:13:01.217038+00:00,52,,,,,Twitter,user_34144,37,12
twitter_synthetic_4442,[Ahmedabad] Flexible delivery time slots chahiye @BPCLimited,,2025-11-18T01:13:01.217038+00:00,86,,,,,Twitter,user_93570,40,13
twitter_synthetic_4629,[Ahmedabad] Please improve the app speed @BPCLimited,,2025-12-16T11:13:01.217038+00:00,13,,,,,Twitter,user_26337,19,13
twitter_synthetic_590,Quick payment process in HelloBPCL app @BPCLimited terrible,,2025-12-13T21:13:01.217038+00:00,20,,,,,Twitter,user_97401,28,5
twitter_synthetic_855,Customer care number kya hai? @BPCLimited appreciate your service,,2025-11-29T17:13:01.217038+00:00,78,,,,,Twitter,user_19063,8,6
twitter_synthetic_1529,[Kolkata] App badiya hai lekin delivery slow ho gaya @BPCLimited,,2025-12-12T07:13:01.217038+00:00,4,,,,,Twitter,user_15552,21,17
twitter_synthetic_1467,[Delhi] Duplicate entry hai mere account mein @BPCLimited,,2025-12-07T10:13:01.217038+00:00,22,,,,,Twitter,user_69507,15,14
twitter_synthetic_1026,Pure For Sure! Love BPCL quality @BPCLimited please fix this,,2025-12-15T06:13:01.217038+00:00,34,,,,,Twitter,user_46692,5,10
twitter_synthetic_4952,[Mumbai] Service center par staff bahut rude tha,,2025-12-01T04:13:01.217038+00:00,29,,,,,Twitter,user_67348,8,16
twitter_synthetic_1582,[Kolkata] Price kya hai ye month? @BPCLimited,,2025-11-28T06:13:01.217038+00:00,85,,,,,Twitter,user_17319,19,11
twitter_synthetic_1010,What are the charges? @BPCLimited again,,2025-12-08T03:13:01.217038+00:00,100,,,,,Twitter,user_41699,43,17
twitter_synthetic_4635,[Delhi] Worth every paisa spent @BPCLimited,,2025-12-16T00:13:01.217038+00:00,58,,,,,Twitter,user_21564,8,1
twitter_synthetic_353,Improve app UI @BPCLimited appreciate your service,,2025-11-17T21:13:01.217038+00:00,35,,,,,Twitter,user_57731,20,20
twitter_synthetic_602,How to change address in HelloBPCL? @BPCLimited appreciate your service,,2025-11-24T00:13:01.217038+00:00,99,,,,,Twitter,user_14097,10,10
twitter_synthetic_698,Kya booking cancel kar sakte hain? @BPCLimited amazing,,2025-12-08T09:13:01.217038+00:00,61,,,,,Twitter,user_7310,43,2
twitter_synthetic_4667,[Delhi] OTP nahi aa raha HelloBPCL app se. Kya kaise book karenge?,,2025-11-23T15:13:01.217038+00:00,80,,,,,Twitter,user_1692,9,11
twitter_synthetic_1600,[Pune] Wait time bilkul barh gayi hai,,2025-11-27T14:13:01.217038+00:00,64,,,,,Twitter,user_88286,8,6
twitter_synthetic_2360,[Kolkata] Customer care number kya hai? @BPCLimited,,2025-12-09T01:13:01.217038+00:00,71,,,,,Twitter,user_35905,22,9
twitter_synthetic_1085,[Ahmedabad] Safest LPG provider for family,,2025-11-22T11:13:01.217038+00:00,25,,,,,Twitter,user_12485,30,4
twitter_synthetic_1607,[Chennai] Safest LPG provider for family,,2025-11-19T19:13:01.217038+00:00,86,,,,,Twitter,user_82484,12,8
twitter_synthetic_4075,[Mumbai] Flexible delivery time slots chahiye @BPCLimited,,2025-11-28T02:13:01.217038+00:00,37,,,,,Twitter,user_25675,9,5
twitter_synthetic_1446,[Chennai] How to apply for new connection? @BPCLimited,,2025-12-05T09:13:01.217038+00:00,50,,,,,Twitter,user_58415,39,0
twitter_synthetic_4799,[Mumbai] Quality degrade ho gayi recently @BPCLimited,,2025-11-25T12:13:01.217038+00:00,92,,,,,Twitter,user_21398,1,14
twitter_synthetic_666,Improve app UI @BPCLimited anyone facing same issue?,,2025-11-27T23:13:01.217038+00:00,83,,,,,Twitter,user_88308,39,16
twitter_synthetic_3571,[Bangalore] Quality degrade ho gayi recently @BPCLimited,,2025-12-08T04:13:01.217038+00:00,3,,,,,Twitter,user_47914,30,1
twitter_synthetic_2433,[Ahmedabad] Mileage bilkul kam aa raha hai iss petrol se,,2025-11-30T23:13:01.217038+00:00,74,,,,,Twitter,user_30996,29,0
twitter_synthetic_1647,[Bangalore] Experience mixed - good aur bad dono @BPCLimited,,2025-11-20T11:13:01.217038+00:00,42,,,,,Twitter,user_63729,30,5
twitter_synthetic_3509,[Delhi] More payment options chahiye @BPCLimited,,2025-12-14T21:13:01.217038+00:00,73,,,,,Twitter,user_34413,47,1
twitter_synthetic_191,Always on time delivery from BPCL mediocre,,2025-12-07T23:13:01.217038+00:00,82,,,,,Twitter,user_8401,39,10
twitter_synthetic_61,How to apply for new connection? @BPCLimited really good,,2025-12-04T18:13:01.217038+00:00,47,,,,,Twitter,user_63650,25,0
twitter_synthetic_4005,[Ahmedabad] Consistent quality aur service @BPCLimited,,2025-12-04T15:13:01.217038+00:00,30,,,,,Twitter,user_60314,36,0
twitter_synthetic_3822,[Kolkata] How to apply for new connection? @BPCLimited,,2025-12-02T13:13:01.217038+00:00,68,,,,,Twitter,user_51388,27,12
twitter_synthetic_1750,[Hyderabad] Safest LPG provider for family,,2025-12-11T04:13:01.217038+00:00,78,,,,,Twitter,user_4350,2,11
twitter_synthetic_2698,[Delhi] Reduce waiting time @BPCLimited,,2025-12-12T02:13:01.217038+00:00,22,,,,,Twitter,user_6188,38,17
twitter_synthetic_207,Customer care number kya hai? @BPCLimited please fix this,,2025-11-21T10:13:01.217038+00:00,35,,,,,Twitter,user_22557,23,1
twitter_synthetic_1910,[Delhi] Mostly good experience lekin last time late aaye @BPCLimited,,2025-12-01T10:13:01.217038+00:00,78,,,,,Twitter,user_15364,37,10
twitter_synthetic_1580,[Pune] Service usually good but delivery issue today @BPCLimited,,2025-12-16T06:13:01.217038+00:00,84,,,,,Twitter,user_77575,29,8
twitter_synthetic_2672,[Pune] App user-friendly but payment fail issue @BPCLimited,,2025-12-16T04:13:01.217038+00:00,97,,,,,Twitter,user_61302,36,11
twitter_synthetic_3478,[Delhi] Cylinder replacement procedure kya hai? @BPCLimited,,2025-11-18T20:13:01.217038+00:00,81,,,,,Twitter,user_72226,6,18
twitter_synthetic_2506,[Bangalore] Excellent service quality maintained,,2025-12-03T06:13:01.217038+00:00,35,,,,,Twitter,user_27428,10,1
twitter_synthetic_2918,[Ahmedabad] Quick payment process in HelloBPCL app @BPCLimited,,2025-12-09T10:13:01.217038+00:00,35,,,,,Twitter,user_53240,18,12
twitter_synthetic_4438,[Chennai] Digital payment process very smooth @BPCLimited,,2025-12-14T15:13:01.217038+00:00,9,,,,,Twitter,user_73915,26,3
twitter_synthetic_833,Tipping ka natija? Cylinder hi nahi milega @BPCLimited terrible,,2025-11-20T16:13:01.217038+00:00,46,,,,,Twitter,user_79764,14,18
twitter_synthetic_3037,[Mumbai] Customer service bahut bura hai,,2025-11-27T09:13:01.217038+00:00,23,,,,,Twitter,user_91440,40,14
twitter_synthetic_4580,[Hyderabad] How to apply for new connection? @BPCLimited,,2025-12-02T18:13:01.217038+00:00,23,,,,,Twitter,user_67132,8,1
twitter_synthetic_3208,[Kolkata] Please improve the app speed @BPCLimited,,2025-12-08T23:13:01.217038+00:00,16,,,,,Twitter,user_46935,49,0
twitter_synthetic_256,Should have SMS updates for delivery @BPCLimited again,,2025-11-30T05:13:01.217038+00:00,13,,,,,Twitter,user_54051,24,11
twitter_synthetic_868,"Previously better, now average @BPCLimited again",,2025-12-15T04:13:01.217038+00:00,54,,,,,Twitter,user_57597,17,4
twitter_synthetic_1644,[Delhi] Quick payment process in HelloBPCL app @BPCLimited,,2025-12-13T01:13:01.217038+00:00,28,,,,,Twitter,user_83554,9,4
twitter_synthetic_2757,[Ahmedabad] Always on time delivery from BPCL,,2025-12-14T23:13:01.217038+00:00,54,,,,,Twitter,user_4477,16,16
twitter_synthetic_4839,[Delhi] Support team bahut helpful @BPCLimited,,2025-12-07T08:13:01.217038+00:00,28,,,,,Twitter,user_16969,14,0
twitter_synthetic_1216,[Kolkata] Quick payment process in HelloBPCL app @BPCLimited,,2025-11-18T00:13:01.217038+00:00,44,,,,,Twitter,user_85992,40,11
twitter_synthetic_2690,[Bangalore] Quick payment process in HelloBPCL app @BPCLimited,,2025-12-13T03:13:01.217038+00:00,96,,,,,Twitter,user_7222,24,8
twitter_synthetic_4732,[Hyderabad] Pure For Sure! Love BPCL quality @BPCLimited,,2025-11-17T02:13:01.217038+00:00,38,,,,,Twitter,user_40971,27,16
twitter_synthetic_3658,[Kolkata] Great service from BPCL! Delivery on time always @BPCLimited,,2025-12-05T04:13:01.217038+00:00,11,,,,,Twitter,user_39264,27,0
twitter_synthetic_1162,[Mumbai] App features very user friendly,,2025-11-29T23:13:01.217038+00:00,18,,,,,Twitter,user_1467,20,19
twitter_synthetic_525,More payment options chahiye @BPCLimited please fix this,,2025-12-13T05:13:01.217038+00:00,63,,,,,Twitter,user_75610,44,6
twitter_synthetic_4697,[Kolkata] Pure For Sure? Nahi dikha mujhe @BPCLimited,,2025-12-13T19:13:01.217038+00:00,24,,,,,Twitter,user_68702,3,7
twitter_synthetic_3877,"[Chennai] Sometimes on time, sometimes late @BPCLimited",,2025-12-08T16:13:01.217038+00:00,26,,,,,Twitter,user_71237,13,4
twitter_synthetic_3552,[Hyderabad] Delivery fast tha but cylinder seal broken tha @BPCLimited,,2025-11-29T17:13:01.217038+00:00,35,,,,,Twitter,user_81380,37,1
twitter_synthetic_4037,[Kolkata] Best LPG provider in India @BPCLimited,,2025-11-27T08:13:01.217038+00:00,24,,,,,Twitter,user_23782,48,19
twitter_synthetic_519,Reduce waiting time @BPCLimited again,,2025-12-08T22:13:01.217038+00:00,20,,,,,Twitter,user_4036,5,19
twitter_synthetic_2087,[Delhi] Service theek hai par billing mein galti tha @BPCLimited,,2025-11-19T09:13:01.217038+00:00,60,,,,,Twitter,user_35125,5,4
twitter_synthetic_1809,[Chennai] Agent ne extra paise maange delivery ke time @BPCLimited,,2025-11-27T16:13:01.217038+00:00,75,,,,,Twitter,user_64349,24,2
twitter_synthetic_2447,[Mumbai] BPCL should add wallet feature in app @BPCLimited,,2025-12-12T00:13:01.217038+00:00,36,,,,,Twitter,user_97004,45,3
twitter_synthetic_493,Kya booking cancel kar sakte hain? @BPCLimited thanks,,2025-11-24T08:13:01.217038+00:00,48,,,,,Twitter,user_97296,35,1
twitter_synthetic_4971,[Pune] Quality never compromises @BPCLimited,,2025-11-21T15:13:01.217038+00:00,78,,,,,Twitter,user_10423,23,1
twitter_synthetic_4844,[Kolkata] Gas smell aa raha lamps se @BPCLimited,,2025-11-23T18:13:01.217038+00:00,63,,,,,Twitter,user_41695,36,13
twitter_synthetic_2639,[Ahmedabad] Customer care helpful tha but complaint solve nahi hua @BPCLimited,,2025-12-10T23:13:01.217038+00:00,93,,,,,Twitter,user_65097,29,20
twitter_synthetic_3076,[Mumbai] Quality never compromises @BPCLimited,,2025-11-25T08:13:01.217038+00:00,83,,,,,Twitter,user_51411,43,11
twitter_synthetic_967,Customer care very responsive @BPCLimited please fix this,,2025-11-17T22:13:01.217038+00:00,60,,,,,Twitter,user_50344,2,9
twitter_synthetic_3608,[Kolkata] Customer care number kya hai? @BPCLimited,,2025-11-30T09:13:01.217038+00:00,52,,,,,Twitter,user_48544,0,8
twitter_synthetic_3917,[Mumbai] Add multi-language support @BPCLimited,,2025-12-11T12:13:01.217038+00:00,28,,,,,Twitter,user_40470,16,0
twitter_synthetic_3754,[Mumbai] 5 star service hamesha @BPCLimited,,2025-11-19T21:13:01.217038+00:00,16,,,,,Twitter,user_28138,6,11
twitter_synthetic_320,Service center par staff bahut rude tha pls resolve asap,,2025-11-17T12:13:01.217038+00:00,73,,,,,Twitter,user_89305,32,0
twitter_synthetic_4425,[Pune] Wait time bilkul barh gayi hai,,2025-12-03T12:13:01.217038+00:00,22,,,,,Twitter,user_72913,10,1
twitter_synthetic_4863,[Hyderabad] Stove nahi jal raha is gas se,,2025-12-08T16:13:01.217038+00:00,53,,,,,Twitter,user_13871,11,14
twitter_synthetic_3475,[Kolkata] Better grievance redressal system @BPCLimited,,2025-12-17T00:13:01.217038+00:00,13,,,,,Twitter,user_19017,46,19
twitter_synthetic_276,Customer care helpful tha but complaint solve nahi hua @BPCLimited highly recommend,,2025-12-08T14:13:01.217038+00:00,97,,,,,Twitter,user_42065,24,20
twitter_synthetic_1725,[Kolkata] Gas smell aa raha lamps se @BPCLimited,,2025-12-16T17:13:01.217038+00:00,4,,,,,Twitter,user_1762,12,20
twitter_synthetic_1433,[Kolkata] Best in class customer experience,,2025-11-30T22:13:01.217038+00:00,1,,,,,Twitter,user_76621,31,10
twitter_synthetic_1906,[Kolkata] Flexible delivery time slots chahiye @BPCLimited,,2025-12-09T00:13:01.217038+00:00,87,,,,,Twitter,user_91781,0,2
twitter_synthetic_1367,[Mumbai] Overcharging kar rahe ho @BPCLimited,,2025-12-06T12:13:01.217038+00:00,45,,,,,Twitter,user_86294,50,9
twitter_synthetic_3165,[Ahmedabad] How to change address in HelloBPCL? @BPCLimited,,2025-12-07T15:13:01.217038+00:00,84,,,,,Twitter,user_49631,23,12
twitter_synthetic_2373,[Bangalore] Very satisfied with BharatGas service @BPCLimited,,2025-11-25T03:13:01.217038+00:00,92,,,,,Twitter,user_36494,41,20
twitter_synthetic_841,Best LPG provider in India @BPCLimited highly recommend,,2025-12-02T17:13:01.217038+00:00,23,,,,,Twitter,user_31864,29,15
twitter_synthetic_1147,[Delhi] Agent bahut helpful aur honest tha,,2025-11-26T10:13:01.217038+00:00,61,,,,,Twitter,user_44669,50,12
twitter_synthetic_37,Reliable service se bahut khush hoon @BPCLimited never use again,,2025-11-24T11:13:01.217038+00:00,17,,,,,Twitter,user_35991,16,2
twitter_synthetic_2688,[Chennai] Good quality but expensive ho gaya @BPCLimited,,2025-12-04T20:13:01.217038+00:00,36,,,,,Twitter,user_93140,39,18
twitter_synthetic_916,Consistent quality aur service @BPCLimited thanks,,2025-12-01T05:13:01.217038+00:00,34,,,,,Twitter,user_88993,46,18
twitter_synthetic_2873,[Ahmedabad] Smooth booking process @BPCLimited,,2025-12-16T20:13:01.217038+00:00,93,,,,,Twitter,user_27954,33,7
twitter_synthetic_3455,[Pune] Flexible delivery time slots chahiye @BPCLimited,,2025-11-25T18:13:01.217038+00:00,37,,,,,Twitter,user_19111,6,12
twitter_synthetic_2923,[Bangalore] Timely delivery always appreciated @BPCLimited,,2025-11-24T02:13:01.217038+00:00,57,,,,,Twitter,user_44380,6,18
twitter_synthetic_634,Add multi-language support @BPCLimited ok service,,2025-12-09T06:13:01.217038+00:00,10,,,,,Twitter,user_38605,48,10
twitter_synthetic_4313,[Mumbai] App user-friendly but payment fail issue @BPCLimited,,2025-11-28T04:13:01.217038+00:00,44,,,,,Twitter,user_96336,3,3
twitter_synthetic_3525,[Delhi] Fitting theek se nahi karni @BPCLimited,,2025-11-21T04:13:01.217038+00:00,85,,,,,Twitter,user_63682,39,17
twitter_synthetic_2591,[Bangalore] How many days wait time? @BPCLimited,,2025-11-17T23:13:01.217038+00:00,60,,,,,Twitter,user_6513,8,3
twitter_synthetic_2328,[Ahmedabad] Should have SMS updates for delivery @BPCLimited,,2025-12-12T02:13:01.217038+00:00,93,,,,,Twitter,user_97063,25,5
twitter_synthetic_3132,[Delhi] Customer service bahut bura hai,,2025-12-14T07:13:01.217038+00:00,69,,,,,Twitter,user_42660,11,10
twitter_synthetic_4185,[Chennai] Can I pause subscription? @BPCLimited,,2025-11-29T15:13:01.217038+00:00,40,,,,,Twitter,user_82758,12,5
twitter_synthetic_3584,[Ahmedabad] Reliable service se bahut khush hoon @BPCLimited,,2025-12-02T16:13:01.217038+00:00,47,,,,,Twitter,user_99871,21,7
twitter_synthetic_2934,[Mumbai] Support team bahut helpful @BPCLimited,,2025-11-24T00:13:01.217038+00:00,71,,,,,Twitter,user_17915,28,12
twitter_synthetic_474,Recommended BPCL to all my friends ok service,,2025-12-07T10:13:01.217038+00:00,84,,,,,Twitter,user_52035,20,17
twitter_synthetic_907,Bad experience with local distributor anyone facing same issue?,,2025-11-30T11:13:01.217038+00:00,69,,,,,Twitter,user_55270,21,1
twitter_synthetic_1187,[Ahmedabad] Customer service bahut bura hai,,2025-12-05T13:13:01.217038+00:00,54,,,,,Twitter,user_62792,4,16
twitter_synthetic_4903,[Bangalore] Kya online payment safe hai? @BPCLimited,,2025-12-06T03:13:01.217038+00:00,30,,,,,Twitter,user_7745,30,9
twitter_synthetic_1935,[Delhi] Worth every paisa spent @BPCLimited,,2025-11-27T02:13:01.217038+00:00,39,,,,,Twitter,user_7110,4,9
twitter_synthetic_182,How many days wait time? @BPCLimited very frustrated,,2025-11-29T18:13:01.217038+00:00,67,,,,,Twitter,user_90008,35,16
twitter_synthetic_4117,"[Hyderabad] Previously better, now average @BPCLimited",,2025-12-01T18:13:01.217038+00:00,6,,,,,Twitter,user_99733,18,8
twitter_synthetic_3133,[Kolkata] Service theek hai par billing mein galti tha @BPCLimited,,2025-12-16T21:13:01.217038+00:00,95,,,,,Twitter,user_89910,20,19
twitter_synthetic_127,Payment fail hua lekin paise cut gaye @BPCLimited app se never use again,,2025-12-05T02:13:01.217038+00:00,1,,,,,Twitter,user_59022,9,1
twitter_synthetic_4339,[Bangalore] Customer care helpful tha but complaint solve nahi hua @BPCLimited,,2025-11-30T03:13:01.217038+00:00,37,,,,,Twitter,user_2454,16,9
twitter_synthetic_3593,[Chennai] Transparency bahut badiya hai @BPCLimited,,2025-12-09T06:13:01.217038+00:00,82,,,,,Twitter,user_36719,31,13
